unnamed: 0,master_sort,old_sort,coral_id,site,code,type,search_term,lowest_level,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species,coral_id_numeric,site_numeric,code_numeric,type_numeric,search_term_numeric,lowest_level_numeric,cafi_size_mm_numeric,measurement_numeric,alt_size_mm_numeric,alt_measurement_numeric,extraction_method_numeric,photo_num_numeric,id_certainty_numeric,general_notes_numeric,identification_notes_numeric,revised_yn_numeric,revision_date_numeric,identified_by_numeric,revised_by_numeric,previous_name_numeric,phylum_numeric,subphylum_numeric,superclass_numeric,class_numeric,subclass_numeric,superorder_numeric,order_numeric,suborder_numeric,infraorder_numeric,superfamily_numeric,family_numeric,subfamily_numeric,genus_numeric,species_numeric
2255,2888.0,2878.0,MAT-POC23,,HABE,shrimp,Harpiliopsis beaupresii,species,18,rostrum_to_tail,,,clove,no photo,revision_possible,gravid,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,2889.0,2879.0,MAT-POC23,,HABE,shrimp,Harpiliopsis beaupresii,species,17,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,3403.0,3391.0,MAT-POC26,,HABE,shrimp,Harpiliopsis beaupresii,species,19,rostrum_to_tail,,,clove,no photo,revision_possible,gravid,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,3404.0,3392.0,MAT-POC26,,HABE,shrimp,Harpiliopsis beaupresii,species,16,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,3405.0,3393.0,MAT-POC26,,HABE,shrimp,Harpiliopsis beaupresii,species,19,rostrum_to_tail,,,clove,no photo,revision_possible,gravid,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,3406.0,3394.0,MAT-POC26,,HABE,shrimp,Harpiliopsis beaupresii,species,15,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,3407.0,3395.0,MAT-POC26,,HABE,shrimp,Harpiliopsis beaupresii,species,18,rostrum_to_tail,,,clove,no photo,revision_possible,gravid,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,3408.0,3396.0,MAT-POC26,,HABE,shrimp,Harpiliopsis beaupresii,species,10,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,2935.0,2925.0,MAT-POC34,,HABE,shrimp,Harpiliopsis beaupresii,species,16,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,2936.0,2926.0,MAT-POC34,,HABE,shrimp,Harpiliopsis beaupresii,species,12,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,2937.0,2927.0,MAT-POC34,,HABE,shrimp,Harpiliopsis beaupresii,species,14,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,2990.0,2980.0,MAT-POC35,,HABE,shrimp,Harpiliopsis beaupresii,species,10,rostrum_to_tail,,,clove,no photo,revision_possible,gravid,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,2991.0,2981.0,MAT-POC35,,HABE,shrimp,Harpiliopsis beaupresii,species,8,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2996.0,2986.0,MAT-POC36,,HABE,shrimp,Harpiliopsis beaupresii,species,16,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,2997.0,2987.0,MAT-POC36,,HABE,shrimp,Harpiliopsis beaupresii,species,20,rostrum_to_tail,,,clove,no photo,revision_possible,,"assumed HABE, not a known taxa during summer but majority of recorded HADEs fit HABE better",y,2020-05-18,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,4.0,4.0,MRB-POC01,MRB01,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US18,certain,merged from AP community matrix data on 7/6,Spots on top and on tail,y,31-Oct; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,5.0,5.0,MRB-POC01,MRB01,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 19,certain,merged from AP community matrix data on 7/6,,y,31-Oct; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,45.0,42.0,MRB-POC03,MRB02,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 22,certain,"merged from AP community matrix data on 7/6; 30 photos but only 26 clear_shrimp, likely duplicate photos","Smooth claws, disordered patterns on abdomen, dots on claws",y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,46.0,43.0,MRB-POC03,MRB02,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 23,certain,"merged from AP community matrix data on 7/6; 30 photos but only 26 clear_shrimp, likely duplicate photos","Smooth claws, disordered patterns on abdomen, dots on claws",y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,84.0,81.0,MRB-POC04,MRB02,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 52,certain,merged from AP community matrix data on 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,85.0,82.0,MRB-POC04,MRB02,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 53,certain,merged from AP community matrix data on 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,155.0,151.0,MRB-POC06,MRB03,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 77,certain,merged from AP community matrix data on 7/6,,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,194.0,187.0,MRB-POC07,MRB04,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 99,certain,merged from AP community matrix data on 7/6,,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,195.0,188.0,MRB-POC07,MRB04,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 100,certain,merged from AP community matrix data on 7/6,,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,196.0,189.0,MRB-POC07,MRB04,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 101,certain,merged from AP community matrix data on 7/6,,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,197.0,190.0,MRB-POC07,MRB04,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 104,certain,merged from AP community matrix data on 7/6,,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,198.0,191.0,MRB-POC07,MRB04,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 115,certain,merged from AP community matrix data on 7/6,,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,234.0,227.0,MRB-POC08,MRB04,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 121,certain,merged from AP community matrix data on 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,263.0,256.0,MRB-POC09,MRB05,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 123,certain,merged manually from AP community matrix 7/6,"Beaupresii, clarity of green dots and lack of ""stretch marks"", overall dot patterning and swelling of abdomen",y,14-Nov; 2020-05-11,JC,AP; JC; JC,v; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,264.0,257.0,MRB-POC09,MRB05,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 124,certain,merged manually from AP community matrix 7/6,"Beaupresii, clarity of green dots and lack of ""stretch marks"", overall dot patterning and swelling of abdomen; green dots only along top cheliped and not entire length",y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,301.0,294.0,MRB-POC10,MRB05,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 132,certain,merged manually from AP community matrix 7/6,Smaller disorganized dots,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,302.0,295.0,MRB-POC10,MRB05,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 133,certain,merged manually from AP community matrix 7/6,Smaller disorganized dots,y,15-Nov; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,340.0,333.0,MRB-POC11,MRB05,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 146,certain,merged manually from AP community matrix 7/6,,y,11/27/2019; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,341.0,334.0,MRB-POC11,MRB05,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 149,certain,merged manually from AP community matrix 7/6,"Small dots loosely organized, dots on claws",y,11/27/2019; 2020-05-11,JC,JC; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,381.0,372.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 158,certain,merged manually from AP community matrix 7/6,"disorganized dots on abdomen, dots on claws, swelled abdomen",y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,382.0,373.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 160,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,383.0,374.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 161,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,384.0,375.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 163,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,385.0,376.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 164,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,386.0,377.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 165,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,387.0,378.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 166,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,388.0,379.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 167,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,389.0,380.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 168,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,390.0,381.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 169,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,391.0,382.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 170,certain,merged manually from AP community matrix 7/6,Less certain about this one - diagonal bands don't fit as well. Hard to say without claws or other angle,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,392.0,383.0,MRB-POC12,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,smash,US 172,certain,merged from AP community matrix data on 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,432.0,421.0,MRB-POC13,MRB06,HABE,shrimp,Harpiliopsis beaupresii,species,,rostrum_to_tail,,,clove,US 173,certain,merged manually from AP community matrix 7/6,,y,14-Nov; 2020-05-11,JC,AP; JC; JC,clear_shrimp; HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,491.0,480.0,MRB-POC14,MRB07,HABE,shrimp,Harpiliopsis beaupresii,species,13,rostrum_to_tail,,,clove,Harpiliopsis depressa,certain,,dots all over and smooth claw,y,2020-05-15,JC,JC,HADE,220132.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,,Harpiliopsis,Harpiliopsis beaupresii,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
