coral_id,slurry_date,nub,slurry_rep,slurry_volume,slurry_notes,dry_weight,dip_weight,wax_weight,surface_area,wax_dipping_notes,protein_analysis_date,protein_sample_notes,protein_absorbance,protein_absorbance_se,protein_mg_ml,protein_se,carb_analysis_date,carb_sample_notes,carb_absorbance,carb_absorbance_se,carb_mg_ml,carb_se,avg_num_zoox_cells,num_zoox_cells_se,haplotype,dna_collection_date,branch_width,burned_pan,burned_pan_se,burned_pan_dry_res,burned_pan_dry_res_se,dry_tissue,dry_tissue_se,burned_pan_burned_res,burned_pan_burned_res_se,afdw_g_ml,afdw_se,protein_mg_cm2,carb_mg_cm2,zooxdensity,zoox_cells_cm2,afdw_mg_cm2,protein_mg_cm2_se,carb_mg_cm2_se,zooxdensity_se,zoox_cells_cm2_se,afdw_mg_cm2_se
MRB-POC27,2019-07-28,1.0,1,20.0,,9.442,10.242,0.8,3095.05,,2020-11-03,,0.304,0.00057735,0.592666667,0.001763834,2020-11-19,,0.298,0.002516611,0.099333333,0.000666667,55.25,2.243255886,1a_Pm,2019-07-23,tight,0.7727,0.0081,0.81725,0.00775,0.04455,0.00035,0.80745,0.00785,0.0098,0.0001,0.0038297711959419,0.0006418851585596,552500.0,3570.2169593383,0.0633269252516114,1.13977738647195e-05,4.30795625272613e-06,22432.55886,144.95765082955,0.0006461931148123
MRB-POC28,2019-07-28,1.0,1,28.0,,37.261,39.157,1.896,7248.89,,2020-11-03,pellet/smear,0.543666667,0.001855921,1.159,0.004041452,2020-11-19,,0.600333333,0.011215069,0.172666667,0.002962731,163.1666667,6.968580279,1a_Pe,2019-07-23,wide,0.77035,0.00015,0.81855,0.00015,0.0482,0.0003,0.8058,0.0002,0.01275,0.00035,0.0044768233481264,0.0006669526887564,1631666.667,6302.57414252389,0.0492489194897426,1.56107564054635e-05,1.14440235677462e-05,69685.80279,269.172587543748,0.0013519311232478
MRB-POC29,2019-07-28,2.0,1,33.0,,37.339,39.128,1.789,6843.36,,,,,,,,2020-11-17,,0.457,0.002516611,0.134666667,0.000666667,15.43333333,0.824458489,1a_Pe,2019-07-23,wide,0.78995,0.00485,0.8364,0.0047,0.04645,0.00015,0.825,0.005,0.0114,0.0003,,0.0006493886060356,154333.3333,744.225058874588,0.0549729957214,,3.21479667882444e-06,8244.58489,39.7569763054991,0.0014466577821421
MRB-POC30,2019-08-16,1.0,2,27.0,working,52.086,55.251,3.165,12058.4,,2020-11-02,pellet/smear,0.682333333,0.006009252,1.541666667,0.015070206,2020-11-18,,0.909666667,0.014903393,0.265333333,0.004176655,108.5,6.107000454,1a_Pe,2019-07-24,tight,0.77965,0.00225,0.83155,0.00275,0.0519,0.0005,0.81575,0.00345,0.0158,0.0007,0.0034519505082763,0.0005941086703874,1085000.0,2429.42678962383,0.0353778279041996,3.37437439461288e-05,9.35196087374776e-06,61070.00454,136.742032324355,0.0015673721223379
MRB-POC31,2019-08-16,2.0,2,21.0,working,10.192,10.954,0.762,2951.03,,2020-10-28,,0.406,0.005686241,0.988333333,0.016179548,2020-11-19,,0.391333333,0.012333333,0.113333333,0.003333333,46.72222222,1.834323361,1a_Pm,2019-07-24,tight,0.77075,0.00085,0.8184,0.0011,0.04765,0.00025,0.8062,0.0011,0.0122,0.0,0.0070331375800991,0.0008064980677932,467222.2222,3324.82782831757,0.0868171452001505,0.0001151362432777,2.37205291033978e-05,18343.23361,130.533375062266,0.0
MRB-POC32,2019-08-04,1.0,1,22.0,,24.097,25.469,1.372,5262.93,,2020-10-28,dark pink,0.347666667,0.006227181,0.821333333,0.017572074,2020-11-19,,0.553,0.002081666,0.159,0.00057735,143.5,9.820896089,1a_Pe,2019-07-24,wide,0.7845,0.0053,0.8322,0.0053,0.0477,0.0,0.82025,0.00535,0.01195,5e-05,0.0034333219947823,0.0006646487792921,1435000.0,5998.55973763664,0.0499531629719567,7.34544498976806e-05,2.41342750141081e-06,98208.96089,410.531232522568,0.0002090090500918
MRB-POC33,2019-08-04,2.0,1,28.0,,34.347,36.82,2.473,9435.72,,2020-11-02,pellet/smear,0.555333333,0.007446103,1.223333333,0.01881784,2020-11-18,,0.611333333,0.009171211,0.179333333,0.002666667,65.0,4.963503162,1a_Pe,2019-07-24,wide,0.77435,0.00245,0.82165,0.00225,0.0473,0.0002,0.809,0.0024,0.01265,0.00015,0.0036301769577732,0.0005321621798866,650000.0,1928.84061841598,0.0375382058814802,5.58409448351583e-05,7.91319326982997e-06,49635.03162,147.289330900027,0.0004451170657883
MRB-POC34,2019-08-04,2.0,1,15.0,,16.989,18.493,1.504,5763.21,,2020-11-02,pellet,0.777666667,0.005456902,1.692666667,0.012547687,2020-11-17,,0.972333333,0.006765928,0.276666667,0.001855921,99.41666667,3.285547631,10,2019-07-26,tight,0.78065,0.01025,0.83345,0.01045,0.0528,0.0002,0.81775,0.01035,0.0157,0.0001,0.0044055309462955,0.0007200848147126,994166.6667,2587.53368357218,0.0408626442555451,3.26580681599317e-05,4.83043564263666e-06,32855.47631,85.513480274014,0.000260271619462
MRB-POC35,2019-08-04,1.0,1,20.0,,16.06,17.286,1.226,4709.59,,2020-11-01,pellet/smear,0.617666667,0.008373238,1.308,0.019629909,2020-11-16,Dark,0.648666667,0.003282953,0.187333333,0.000881917,106.75,3.25,10,2019-07-26,tight,0.7812,0.0041,0.82965,0.00395,0.04845,0.00015,0.81775,0.00405,0.0119,0.0001,0.005554623650891,0.0007955398792676,1067500.0,4533.30332364388,0.05053518459144,8.33614348595101e-05,3.74519650330496e-06,32500.0,138.016260438807,0.0004246654167347
MRB-POC36,2019-08-04,1.0,1,23.0,,47.363,49.825,2.462,9394.03,,2020-10-28,pelleted well; CV >5 but not redone,0.652,0.028112868,1.688333333,0.08004235,2020-11-19,,1.003666667,0.022929845,0.287333333,0.006437736,152.6666667,7.14920353,1a_Pe,2019-07-26,wide,0.78725,0.00175,0.8364,0.0023,0.04915,0.00055,0.82265,0.00225,0.01375,5e-05,0.0041336536778145,0.0007034964396536,1526666.667,3737.83491653742,0.0336649978763108,0.0001959727667465,1.57619177286e-05,71492.0353,175.038488476192,0.0001224181740956
MRB-POC37,2019-08-04,1.0,1,25.0,,46.575,49.009,2.434,9287.91,,2020-11-03,,0.868666667,0.016424913,1.927,0.039208843,2020-11-17,,0.803666667,0.015835965,0.230333333,0.004371626,88.83333333,4.093293357,Did not amplify,2019-07-26,wide,0.76855,0.00365,0.81835,0.00375,0.0498,0.0001,0.80385,0.00385,0.0145,0.0001,0.0051868504324439,0.0006199816024272,888333.3333,2391.10126309364,0.0390292326260698,0.0001055373140997,1.17669798695293e-05,40932.93357,110.177999060068,0.0002691671215591
